Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Tue May 25 21:59:20 EDT 2021,Grader.java,1621994360070,23919,0,(F)1(R)14(I)3,0.16666666666666666,0.0,0.0,5.555555555555555,0.0,0.0,0.782608695652174,0.0,0.0,0.043478260869565216,0.0,0.6086956521739131,0.13043478260869565,0.0,[]
,/modelData/A0UserStudy2010.arff,Tue May 25 21:59:20 EDT 2021,Grader.java, 1621994360070
2,,Tue May 25 21:59:43 EDT 2021,Grader.java,1621994383989,4835,4835,(I)4(R)2(I)2(R)1(I)2(R)1(I)4(R)2(I)3,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,1.5,3.75,0.0,[]
3,,Tue May 25 21:59:48 EDT 2021,Grader.java,1621994388942,10147,0,(I)4(R)2(I)2(R)3(I)1(F)2(I)1(R)1(I)1,0.5294117647058824,0.0,0.0,11.76470588235294,0.0,0.0,1.7,0.0,0.0,0.2,0.0,0.6,0.9,0.0,[]
4,,Tue May 25 22:00:15 EDT 2021,Grader.java,1621994415767,16159,0,(R)1(I)4(R)1(I)5(R)2(I)8(R)1(I)1,0.782608695652174,0.0,0.0,0.0,0.0,0.0,1.4375,0.0,0.0,0.0,0.0,0.3125,1.125,0.0,[]
5,,Tue May 25 22:00:31 EDT 2021,Grader.java,1621994431937,8542,8542,(I)2(R)2(I)3(R)3(I)13,0.782608695652174,0.0,0.0,0.0,0.0,0.0,2.875,0.0,0.0,0.0,0.0,0.625,2.25,0.0,[]
6,,Tue May 25 22:00:47 EDT 2021,Grader.java,1621994447317,12819,0,(I)17(R)2(I)1,0.9,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.16666666666666666,1.5,0.0,[]
7,,Tue May 25 22:01:00 EDT 2021,Grader.java,1621994460146,4571,4571,(I)2(R)2(I)3(R)1(I)1(R)1(I)1(R)1(I)3(R)1(I)1(R)1,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,1.75,2.75,0.0,[]
8,,Tue May 25 22:01:05 EDT 2021,Grader.java,1621994465386,19586,0,(I)19(F)2,0.9047619047619048,0.0,0.0,9.523809523809524,0.0,0.0,1.105263157894737,0.0,0.0,0.10526315789473684,0.0,0.0,1.0,0.0,[]
9,,Tue May 25 22:01:29 EDT 2021,Grader.java,1621994489161,18608,0,(I)12(R)2(I)1,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.1111111111111111,0.7222222222222222,0.0,[]
10,,Tue May 25 22:01:47 EDT 2021,Grader.java,1621994507778,14265,0,(I)4(R)1(I)1(R)8(I)2(F)2(R)1,0.3684210526315789,0.0,0.0,10.526315789473683,0.0,0.0,1.3571428571428572,0.0,0.0,0.14285714285714285,0.0,0.7142857142857143,0.5,0.0,[]
11,,Tue May 25 22:02:02 EDT 2021,Grader.java,1621994522305,16569,0,(R)9(I)1(R)8(I)1(F)2,0.09523809523809523,0.0,0.0,9.523809523809524,0.0,0.0,1.3125,0.0,0.0,0.125,0.0,1.0625,0.125,0.0,[]
12,,Tue May 25 22:02:21 EDT 2021,Grader.java,1621994541300,4572,4572,(I)1(R)2(I)19,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.5,5.0,0.0,[]
13,,Tue May 25 22:02:25 EDT 2021,Grader.java,1621994545896,42400,0,(I)1(R)1(I)2(F)2(I)5(R)2(I)2(R)1(I)1(R)1(I)2(R)1,0.6190476190476191,0.0,0.0,9.523809523809524,0.0,0.0,0.5,0.0,0.0,0.047619047619047616,0.0,0.14285714285714285,0.30952380952380953,0.0,[]
14,,Tue May 25 22:03:07 EDT 2021,Grader.java,1621994587867,11853,0,(I)1(R)1(I)13(R)2(I)5,0.8636363636363636,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2727272727272727,1.7272727272727273,0.0,[]
15,,Tue May 25 22:03:19 EDT 2021,Grader.java,1621994599836,10440,0,(I)9(R)1(I)14,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.1,2.3,0.0,[]
16,,Tue May 25 22:03:30 EDT 2021,Grader.java,1621994610461,9965,9965,(I)12(R)2(I)2,0.875,0.0,0.0,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.0,0.0,0.2222222222222222,1.5555555555555556,0.0,[]
17,,Tue May 25 22:03:45 EDT 2021,AngleShape.java,1621994625107,60863,0,(D)2(F)4(I)2(R)1(I)6,0.5333333333333333,13.333333333333334,0.0,26.666666666666668,0.0,0.0,0.25,0.0,0.03333333333333333,0.06666666666666667,0.0,0.016666666666666666,0.13333333333333333,0.0,[]
18,,Tue May 25 22:04:46 EDT 2021,AngleShape.java,1621994686088,5073,5073,(I)17(R)1(I)4,0.9545454545454546,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.2,4.2,0.0,[]
19,,Tue May 25 22:04:51 EDT 2021,AngleShape.java,1621994691350,6046,6046,(I)2(R)1(I)3(R)18,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.8333333333333334,0.0,[]
20,,Tue May 25 22:04:57 EDT 2021,AngleShape.java,1621994697520,12521,0,(R)2(I)9(R)1(I)1(R)1(I)2(D)2(F)1,0.631578947368421,10.526315789473683,0.0,5.263157894736842,0.0,0.0,1.5833333333333333,0.0,0.16666666666666666,0.08333333333333333,0.0,0.3333333333333333,1.0,0.0,[]
21,,Tue May 25 22:06:08 EDT 2021,AngleShape.java,1621994768543,9825,9825,(F)1(I)7(R)1(I)13,0.9090909090909091,0.0,0.0,4.545454545454546,0.0,0.0,2.4444444444444446,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,2.2222222222222223,0.0,[]
22,,Tue May 25 22:06:24 EDT 2021,Grader.java,1621994784011,25602,0,(I)7(R)4(I)1(F)2(I)1,0.6,0.0,0.0,13.333333333333334,0.0,0.0,0.6,0.0,0.0,0.08,0.0,0.16,0.36,0.0,[]
23,,Tue May 25 22:06:49 EDT 2021,AngleShape.java,1621994809709,98467,0,(I)1(D)2(F)4(I)4,0.45454545454545453,18.181818181818183,0.0,36.36363636363637,0.0,0.0,0.11224489795918367,0.0,0.02040816326530612,0.04081632653061224,0.0,0.0,0.05102040816326531,0.0,[]
24,,Tue May 25 22:08:28 EDT 2021,ALine.java,1621994908176,17509,0,(I)3(R)2(I)13,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,1.0588235294117647,0.0,0.0,0.0,0.0,0.11764705882352941,0.9411764705882353,0.0,[]
25,,Tue May 25 22:08:45 EDT 2021,ALine.java,1621994925844,9714,9714,(I)8(R)2(I)7,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,1.8888888888888888,0.0,0.0,0.0,0.0,0.2222222222222222,1.6666666666666667,0.0,[]
26,,Tue May 25 22:08:55 EDT 2021,Line.java,1621994935650,-162572,-162572,(D)2(I)3(D)2(F)2(I)1(R)1(I)1(R)1(I)1(R)1(I)2,0.47058823529411764,23.52941176470588,0.0,11.76470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
27,,Tue May 25 22:06:14 EDT 2021,Line.java,1621994774255,234640,0,(R)1(I)2(R)1(I)1(R)1(I)2(R)1(I)9,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.017094017094017096,0.05982905982905983,0.0,[]
28,,Tue May 25 22:10:08 EDT 2021,Line.java,1621995008973,9124,9124,(I)10(R)2(I)7,0.8947368421052632,0.0,0.0,0.0,0.0,0.0,2.111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222,1.8888888888888888,0.0,[]
29,,Tue May 25 22:10:18 EDT 2021,Assignment1.java,1621995018834,26299,0,(I)1(F)2(I)1(F)1(D)2(F)1(I)1(D)2(F)1(D)1,0.23076923076923078,38.46153846153847,0.0,38.46153846153847,0.0,0.0,0.5,0.0,0.19230769230769232,0.19230769230769232,0.0,0.0,0.11538461538461539,0.0,[]
30,,Tue May 25 22:10:45 EDT 2021,Assignment1.java,1621995045134,113192,0,(D)1(F)1(I)2(F)2(I)7(R)3(I)3,0.631578947368421,5.263157894736842,0.0,15.789473684210526,0.0,0.0,0.168141592920354,0.0,0.008849557522123894,0.02654867256637168,0.0,0.02654867256637168,0.10619469026548672,0.0,[]
31,,Tue May 25 22:12:38 EDT 2021,Assignment1.java,1621995158639,16813,0,(I)12(R)1(I)2(R)1(I)1(F)2(I)1,0.8,0.0,0.0,10.0,0.0,0.0,1.25,0.0,0.0,0.125,0.0,0.125,1.0,0.0,[]
32,,Tue May 25 22:12:55 EDT 2021,Assignment1.java,1621995175950,66589,0,(D)2(F)1(D)2(F)1(I)1(D)2(F)2(I)2,0.23076923076923078,46.15384615384615,0.0,30.76923076923077,0.0,0.0,0.19696969696969696,0.0,0.09090909090909091,0.06060606060606061,0.0,0.0,0.045454545454545456,0.0,[]
33,,Tue May 25 22:14:02 EDT 2021,BridgeScene.java,1621995242539,16638,0,(F)2(I)21,0.9130434782608695,0.0,0.0,8.695652173913043,0.0,0.0,1.4375,0.0,0.0,0.125,0.0,0.0,1.3125,0.0,[]
34,,Tue May 25 22:14:19 EDT 2021,Grader.java,1621995259189,13445,0,(I)2(F)2(I)2(D)4(F)1,0.36363636363636365,36.36363636363637,0.0,27.27272727272727,0.0,0.0,0.8461538461538461,0.0,0.3076923076923077,0.23076923076923078,0.0,0.0,0.3076923076923077,0.0,[]
35,,Tue May 25 22:14:38 EDT 2021,BridgeScene.java,1621995278428,-115547,-115547,(F)1(I)6(R)1(I)1(R)1(I)1(R)1,0.6666666666666666,0.0,0.0,8.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
36,,Tue May 25 22:12:43 EDT 2021,BridgeScene.java,1621995163208,209256,0,(I)19,1.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,[]
37,,Tue May 25 22:16:12 EDT 2021,BridgeScene.java,1621995372612,6621,6621,(I)4(R)1(I)4(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)2(R)1(I)1,0.7,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,1.0,2.3333333333333335,0.0,[]
38,,Tue May 25 22:16:20 EDT 2021,BridgeScene.java,1621995380067,10477,0,(R)1(I)6(R)2(I)13,0.8636363636363636,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.3,1.9,0.0,[]
39,,Tue May 25 22:16:30 EDT 2021,BridgeScene.java,1621995390656,5707,5707,(I)9,1.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,1.8,0.0,[]
40,,Tue May 25 22:16:36 EDT 2021,BridgeScene.java,1621995396584,10582,0,(I)2(R)5(I)14,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.5,1.6,0.0,[]
41,,Tue May 25 22:16:47 EDT 2021,BridgeScene.java,1621995407532,5320,5320,(I)4(R)1(I)3(R)1(I)6(R)5(I)4,0.7083333333333334,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,1.4,3.4,0.0,[]
42,,Tue May 25 22:16:53 EDT 2021,BridgeScene.java,1621995413021,12776,0,(I)2(R)1(I)13(R)2(I)1,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,1.5833333333333333,0.0,0.0,0.0,0.0,0.25,1.3333333333333333,0.0,[]
43,,Tue May 25 22:17:09 EDT 2021,BridgeScene.java,1621995429955,30124,0,(I)4(F)2(I)2(D)1(F)1,0.6,10.0,0.0,30.0,0.0,0.0,0.3333333333333333,0.0,0.03333333333333333,0.1,0.0,0.0,0.2,0.0,[]
44,,Tue May 25 22:17:40 EDT 2021,Body.java,1621995460079,124751,0,(F)1(I)1(F)2(I)1(F)2(I)1(F)2(I)1(F)2(I)2,0.4,0.0,0.0,60.0,0.0,0.0,0.12096774193548387,0.0,0.0,0.07258064516129033,0.0,0.0,0.04838709677419355,0.0,[]
45,,Tue May 25 22:19:46 EDT 2021,Body.java,1621995586177,-148029,-148029,(I)4(R)2(I)1(R)1(I)2(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)2(R)1(I)2,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
46,,Tue May 25 22:17:20 EDT 2021,Body.java,1621995440999,155458,0,(I)1(R)1(I)9(R)2(I)6,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,0.12258064516129032,0.0,0.0,0.0,0.0,0.01935483870967742,0.1032258064516129,0.0,[]
47,,Tue May 25 22:19:56 EDT 2021,Body.java,1621995596570,16539,0,(I)9(F)2(I)1(F)1,0.7692307692307693,0.0,0.0,23.076923076923077,0.0,0.0,0.8125,0.0,0.0,0.1875,0.0,0.0,0.625,0.0,[]
48,,Tue May 25 22:20:36 EDT 2021,AngleShape.java,1621995636205,49324,0,(F)1(I)3(R)3(I)4(D)1(F)2(I)1,0.5333333333333333,6.666666666666667,0.0,20.0,0.0,0.0,0.30612244897959184,0.0,0.02040816326530612,0.061224489795918366,0.0,0.061224489795918366,0.16326530612244897,0.0,[]
49,,Tue May 25 22:21:25 EDT 2021,Grader.java,1621995685529,21206,0,(I)3(R)1(I)5(D)4(F)1(D)2(F)1,0.47058823529411764,35.294117647058826,0.0,11.76470588235294,0.0,0.0,0.8095238095238095,0.0,0.2857142857142857,0.09523809523809523,0.0,0.047619047619047616,0.38095238095238093,0.0,[]
50,,Tue May 25 22:21:47 EDT 2021,ALine.java,1621995707872,44301,0,(I)1(D)2(F)2(I)3(R)2(I)4,0.5714285714285714,14.285714285714285,0.0,14.285714285714285,0.0,0.0,0.3181818181818182,0.0,0.045454545454545456,0.045454545454545456,0.0,0.045454545454545456,0.18181818181818182,0.0,[]
51,,Tue May 25 22:22:33 EDT 2021,Grader.java,1621995753828,24800,0,(I)3(R)1(I)4(D)2(I)3(D)2,0.6666666666666666,26.666666666666668,0.0,0.0,0.0,0.0,0.625,0.0,0.16666666666666666,0.0,0.0,0.041666666666666664,0.4166666666666667,0.0,[]
52,,Tue May 25 22:22:59 EDT 2021,Grader.java,1621995779450,34372,0,(F)2(I)7(D)4(F)1,0.5,28.57142857142857,0.0,21.428571428571427,0.0,0.0,0.4117647058823529,0.0,0.11764705882352941,0.08823529411764706,0.0,0.0,0.20588235294117646,0.0,[]
53,,Tue May 25 22:23:33 EDT 2021,AngleShape.java,1621995813822,38685,0,(D)2(F)1(I)1(D)2(F)1(D)2(F)1(I)2(R)1,0.23076923076923078,46.15384615384615,0.0,23.076923076923077,0.0,0.0,0.34210526315789475,0.0,0.15789473684210525,0.07894736842105263,0.0,0.02631578947368421,0.07894736842105263,0.0,[]
54,,Tue May 25 22:24:13 EDT 2021,Angle.java,1621995853041,-93482,-93482,(R)2(I)1(F)1(I)4(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)1,0.5625,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
55,,Tue May 25 22:22:55 EDT 2021,Angle.java,1621995775495,103261,0,(I)2(R)1(F)1(I)10,0.8571428571428571,0.0,0.0,7.142857142857142,0.0,0.0,0.13592233009708737,0.0,0.0,0.009708737864077669,0.0,0.009708737864077669,0.11650485436893204,0.0,[]
56,,Tue May 25 22:24:39 EDT 2021,Angle.java,1621995879482,24666,0,(I)2(R)2(I)1(R)2(I)2(R)4(I)1(R)1(I)3(R)1,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.4166666666666667,0.375,0.0,[]
57,,Tue May 25 22:25:04 EDT 2021,Angle.java,1621995904295,12726,0,(R)1(I)2(R)2(I)3(R)2(I)9,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,1.5833333333333333,0.0,0.0,0.0,0.0,0.4166666666666667,1.1666666666666667,0.0,[]
58,,Tue May 25 22:25:17 EDT 2021,Angle.java,1621995917408,7273,7273,(I)21,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[]
59,,Tue May 25 22:25:26 EDT 2021,Grader.java,1621995926996,-18436,-18436,(F)2(I)3(R)1(I)1(R)4(I)1(R)1(I)1(R)1(I)1(R)1(I)1,0.4444444444444444,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
60,,Tue May 25 22:25:14 EDT 2021,AngleShape.java,1621995914445,100720,0,(I)7(D)2(F)2(I)7,0.7777777777777778,11.11111111111111,0.0,11.11111111111111,0.0,0.0,0.18,0.0,0.02,0.02,0.0,0.0,0.14,0.0,[]
61,,Tue May 25 22:26:55 EDT 2021,Angle.java,1621996015929,26672,0,(I)7(R)8(I)2,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.6538461538461539,0.0,0.0,0.0,0.0,0.3076923076923077,0.34615384615384615,0.0,[]
62,,Tue May 25 22:27:22 EDT 2021,Grader.java,1621996042601,46783,0,(I)1(R)2(F)2(I)3(R)4(I)5,0.5294117647058824,0.0,0.0,11.76470588235294,0.0,0.0,0.3695652173913043,0.0,0.0,0.043478260869565216,0.0,0.13043478260869565,0.1956521739130435,0.0,[]
63,,Tue May 25 22:28:09 EDT 2021,Grader.java,1621996089805,51575,0,(I)1(D)1(F)1(D)2(F)1,0.16666666666666666,50.0,0.0,33.33333333333333,0.0,0.0,0.11764705882352941,0.0,0.058823529411764705,0.0392156862745098,0.0,0.0,0.0196078431372549,0.0,[]
64,,Tue May 25 22:29:01 EDT 2021,Grader.java,1621996141380,98288,0,(F)4(I)1(F)4(I)2(D)2(F)1,0.21428571428571427,14.285714285714285,0.0,64.28571428571429,0.0,0.0,0.14285714285714285,0.0,0.02040816326530612,0.09183673469387756,0.0,0.0,0.030612244897959183,0.0,[]
65,,Tue May 25 22:30:46 EDT 2021,Grader.java,1621996246875,93531,0,(F)5,0.0,0.0,0.0,100.0,0.0,0.0,0.053763440860215055,0.0,0.0,0.053763440860215055,0.0,0.0,0.0,0.0,[]
66,,Tue May 25 22:32:20 EDT 2021,Assignment1.java,1621996340406,92334,0,(I)2(D)1(F)1(D)2(F)1(I)1(F)2(I)1,0.36363636363636365,27.27272727272727,0.0,36.36363636363637,0.0,0.0,0.11956521739130435,0.0,0.03260869565217391,0.043478260869565216,0.0,0.0,0.043478260869565216,0.0,[]
